,datetime,text,cleanTweet,emotion
830,2023-01-02 17:04:54,"b'@Askrlfess sanggup, karena bukan tipycal yg gampang bosenan sama makanan. tapi ga sanggup sama kesehatan nyaaa bcs kalori (minyak dan tepung2nya itu lohhh blm lg sambelnya hadeuhh)\xf0\x9f\x98\xa4'",sanggup bukan tipycal gampang bosenan sama makan ga sanggup sama sehat nyaa bcs kalori tepung2nya lohh blm lg sambelnya,2
831,2023-01-02 17:04:40,"b'Ada beberapa hal yg mau aku syukuri di tahun 2022, masih dikasih kesehatan (insyaAllah), bisa kumpul dan ketemu sama temen yg sebelumnya susah buat ketemuan karena pandemi dan BISA KETEMU SEVENTEEN\xf0\x9f\xa5\xb9'",beberapa mau aku syukur tahun kasih sehat kumpul ketemu sama temen belum susah buat ketemu pandemi ketemu,2
832,2023-01-02 17:04:33,"b'@eghiemo @AREAJULID Untuk pelaku lo kontol anjing bangsat,untuk si ade semoga di berikan kesehatan ya de\xf0\x9f\x98\xad'",laku lo kontol anjing si ade moga ikan sehat,2
833,2023-01-02 17:04:25,"b'IMOGEN M sebagai solusi kebugaran, kesehatan serta keharmonisan suami istri.\nMINUMAN HERBAL KHUSUS PRIA.BIKIN PRIA PERKASA, KUAT TAHAN LAMA https://t.co/UJhjGjDAHu'",imogen m solusi bugar sehat harmonis suami herbal khusus pria perkasa kuat tahan lama,2
834,2023-01-02 17:03:14,"b'happy birthday @nauzannim \nyeayy selamat bertambah usia cantik! semoga wish kamu yang belum tercapai bisa tercapai tahun ini, semoga selalu diberikan kesehatan dan kebahagiaan, semoga bisa jadi nau yang lebih baik dari nau yang kemarin, be happy sayangku, wyatb! \xf0\x9f\xa5\xb3\xf0\x9f\x8c\xb7\xf0\x9f\x92\x97 https://t.co/ZVJp1Mmo7E'",happy birthday selamat tambah usia moga wish kamu capai capai tahun moga selalu beri sehat bahagia moga jadi nau lebih baik nau kemarin be happy sayang,2
835,2023-01-02 17:02:59,"b'@taptapatty I wuvyuuuuu. Happy new year my dear. Aku doain semogaaa tahun ini diberkati kesehatan, career yang baik, ketenangan batin, dan kebahagiaan utk kamu dan keluargaa \xe2\x9d\xa4'",i wuvyuu happy new year my dear aku doain semogaa tahun kati sehat career baik tenang batin bahagia utk kamu keluargaa,2
836,2023-01-02 17:02:50,"b'Ini karna gue emang dilingkup obat, gimana org yg diluar kesehatan? Aseli sih galagi lagi deh, kontrol poli ke dokternya aja gpp.'",karna gue emang lingkup obat gimana org luar sehat aseli sih galagi deh kontrol pol dokter aja gpp,2
837,2023-01-02 17:02:35,b'RT @sjafriesjams: Mari kita doakan pak Try senantiasa diberikan nikmat kesehatan https://t.co/0sLa8q81JG',doa pak try senantiasa beri nikmat sehat,1
838,2023-01-02 17:02:29,"b'Selamat Ulang Tahun Bapak @mas_triadhianto yang Ke-53 Tahun\n\nSemoga Selalu Diberikan Kesehatan, Kekuatan, Ketabahan oleh Allah SWT dan Mampu Memberikan Karya Terbaiknya untuk Warga Kota Bekasi.\n\n#triadhiantocenter https://t.co/39u3PgC3Ak'",selamat ulang tahun bapak selalu beri sehat kuat tabah allah swt mampu beri karya baik warga kota,2
839,2023-01-02 17:02:04,b'@prakashdivyy asuransi kesehatan Eropa emang scam anjir \xf0\x9f\xa4\xa3',asuransi sehat eropa emang scam anjir,2
840,2023-01-02 17:01:51,"b'20. Joki tugss FK, membuat essay kesehatan\n\n#jokitugas #jokitugasfk #jokitugasfkg #jokifk #jokifkg #jokitugaskesehatan #jokikesehatan #jokitutorial https://t.co/YXSirNu6VN'",joki tugss fk buat essay,2
841,2023-01-02 17:01:50,"b'Terbukti, 16 Tips Agar Tidur Lebih Nyenyak di Malam Hari \n\nKambuaya Egois marselino Tahun 2023\n\nhttps://t.co/5VjGPnmaNo'",bukti tips tidur lebih nyenyak malam hari egois marselino tahun,1
842,2023-01-02 17:01:46,b'semogaa keluarga orang2 terdekatku teman2ku diberi kesehatan ketenangan dan kebahagiaan\xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb\xf0\x9f\xa4\x8d amiin',semogaa keluarga orang2 dekat teman2ku beri sehat tenang amiin,2
843,2023-01-02 17:01:24,"b'@prakashdivyy Asuransi kesehatan, rumah, atau mobil'",asuransi sehat rumah mobil,0
844,2023-01-02 17:01:16,b'Strategi Penanganan Kemiskinan tidak cukup hanya pemberian Bansos sembako dan kesehatan saja tetapi jg dibutuhkan pelatihan-pelatihan sebagai penunjang proses peningkatan taraf hidup masyarakat.\n@KemensosRI https://t.co/AkvmjZYuU2',strategi tangan miskin cukup beri bansos sembako sehat jg butuh tunjang proses tingkat taraf hidup,2
845,2023-01-02 17:01:13,"b'RT @ederraa_: @tanyakanrl Setuju bngtt, selain melanggar norma lgbt ini meresahkan bngt anjr, lagian lebih bnyk dampak negatif nya dari pd\xe2\x80\xa6'",tuju bngtt langgar norma lgbt resah bngt anjr lagi lebih bnyk dampak negatif nya,2
846,2023-01-02 17:01:12,"b'aku ama baby kim punya hadiah buat papa niiii ehehe. papa gie sehat terus yaaa, selalu jaga kesehatan pokonya, bahagia terus yaaa sayaang. sayang ayang banya banyaaa!\xf0\x9f\x99\x86\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f https://t.co/pKDwNTaO9m'",aku ama baby kim punya hadiah buat papa nii ehehe papa gie sehat terus yaa selalu jaga sehat poko bahagia terus yaa sayaang sayang ayang banya,2
847,2023-01-02 17:01:03,"b'hai hai haaiiii gantengnya akuuu~\nayang inget ngga hari ini hari apaaa? xixixi\n\nhappy bornday sayangku cintakuuu~ \xf0\x9f\xa5\xb3\xe2\x9d\xa4\xef\xb8\x8f\nselamat bertambah umur untuk kamu dan juga dongi rl yaa! semoga dengan bertambahnya usia ditahun ini, kamu diberikan kesehatan dan kelancaran yaa sayang\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbb\xe2\x9d\xa4\xef\xb8\x8f https://t.co/hv1Ya9Wo7o'",hai hai haaii ganteng inget ngga hari hari apaa bornday sayang tambah umur kamu dong rl moga tambah usia tahun kamu beri sehat lancar yaa,2
848,2023-01-02 17:00:58,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Cikaum#GrosirAlatKesehatanTerlengkapCikaum https://t.co/RlcpLj92tN'",grosir alat sehat lengkap,0
849,2023-01-02 17:00:51,b'Strategi Penanganan Kemiskinan tidak cukup hanya pemberian Bansos sembako dan kesehatan saja tetapi jg dibutuhkan pelatihan-pelatihan sebagai penunjang proses peningkatan taraf hidup masyarakat.\n@KemensosRI https://t.co/LJgclrqCfV',strategi tangan miskin cukup beri bansos sembako sehat jg butuh tunjang proses tingkat taraf hidup,2
850,2023-01-02 17:00:26,"b""\xf0\x9f\x87\xb5\xf0\x9f\x87\xb8Saat khatib Masjid Al-Aqsha Syekh Ikrima Sabri meninggalkan pusat Al-Mascobiyya, setelah berjam-jam diinterogasi Zionist Yahudi.\xf0\x9f\x92\x94\n\nSemoga Syekh Ikrima Sabri senantiasa diberikan kesehatan kekuatan dan senantiasa dalam perlindungan Allah Subhana Wa Ta'Alla.\xf0\x9f\xa4\xb2\n\n#FreePalestine https://t.co/trVL2wZAwP""",khatib masjid syekh ikrima sabri tinggal pusat interogasi zionist syekh ikrima sabri senantiasa beri sehat kuat senantiasa lindung allah subhana wa,2
851,2023-01-02 17:00:18,"b'@fegihrn_ @AREAJULID aborsi jg gabaik kak buat kesehatan, semuanya ya harus saran dari dokter, but kehamilan diumur sgtu jg gabaik tp aborsi jauh lebih ga baik lagi'",aborsi jg gabaik kak buat sehat semua saran dokter but hamil umur sgtu jg gabaik tp aborsi jauh lebih ga baik,2
852,2023-01-02 17:00:05,"b'met tidur @itskindavienny mimpi yg indah,berdoa dulu sebelom tidur, juaga kesehatan dan tetap semangat menjalankan aktivitasnya pagi ini ya'",met tidur mimpi dulu bom tidur juaga sehat tetap semangat jalan aktivitas pagi,2
853,2023-01-02 16:59:55,"b'@CoinExIndonesia Di tahun baru, harapan saya hanyalah satu tahun kesehatan yang baik untuk bekerja dan belajar, saya juga berharap tahun baru yang sehat dan lancar bagi semua orang.\n\n#CoinExTreat #CoinExTurns5  \n\n@hnadd7749  @ahueit5022   @haloq90'",tahun baru harap hanya satu tahun sehat baik kerja ajar harap tahun baru sehat lancar semua,2
854,2023-01-02 16:59:54,b'Jual Alat Kesehatan  Jayamandiri #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat jayamandiri,0
855,2023-01-02 16:56:58,"b'@sipalingyadhi @detikcom belum kak, kalau BPJS kesehatan nanti akan menambah penghasilan karyawan, dan yg dibayar karyawan (dipotong perusahaan) tidak termasuk pengurang penghasilan.'",kak kalau bpjs sehat tambah hasil karyawan bayar karyawan masuk kurang hasil,2
856,2023-01-02 16:56:38,"b'@imPlKACHU take your time, jangan lupa istirahat dan tetap jaga kesehatan pika\xf0\x9f\x99\x87\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",take your time jangan lupa istirahat tetap jaga sehat,2
857,2023-01-02 16:56:05,"b'Kantor BPJS Kesehatan Kota Medan Terbakar, Api Hanguskan Ruang Pelayanan https://t.co/XMFsr7ecCE'",kantor bpjs sehat kota medan bakar api hangus ruang layan,2
858,2023-01-02 16:55:29,b'RT @DarjoGuh: Halo @kemkominfo \nHalo @PBIDI \nHalo  @dr_koko28 \nHalo @KemenkesRI \nApa memang boleh memunculkan tokoh fiktif sesuka sukanya u\xe2\x80\xa6',halo memang muncul tokoh fiktif suka suka,1
859,2023-01-02 16:54:27,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Cijambe#GrosirAlatKesehatanTerlengkapCijambe https://t.co/NMAWbckpGA'",grosir alat sehat lengkap,0
860,2023-01-02 16:54:22,b'RT @MasaggeBoy: Semoga di tahun baru ini bisa lebih baik lagi diberikan kesehatan Rezky seperti air mengalir amin ya Allah \xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f #HappyNewYea\xe2\x80\xa6',moga tahun baru lebih baik beri sehat rezky air alir amin allah,1
861,2023-01-02 16:54:16,b'Jual Alat Kesehatan  Jaya Mekar #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat jaya mekar,0
862,2023-01-02 16:53:48,"b""Do'a yg sama di 2023  semoga diberikan kesehatan untuk semua orang yang aku sayang .. \nUntuk diriku wish be better than before. https://t.co/AR0UHH3B56""",sama moga beri sehat semua orang aku sayang diri wish be better than before,2
863,2023-01-02 16:53:27,b'@offclASTRO Semangat ganteng kuu \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x94\xa5\xf0\x9f\x92\x9c . Tetep jaga kesehatan okayy kalian pasti bisa \xf0\x9f\xa5\xb0',semangat ganteng kuu tetep jaga sehat okayy kalian,2
864,2023-01-02 16:53:24,"b'@nnbiels @carisabcd Wish me luck kak\nHarapan aku udh diri ku sendiri semoga aku di tahun ini bisa menjadi lebih baik lagi, lebih rajin lagi belajar nya dan semoga aku selalu di berikan kesehatan dan kebahagiaan aamiinn \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f https://t.co/kUyJRa54VJ'",wish me luck aku udh diri ku sendiri moga aku tahun jadi lebih baik lebih rajin ajar nya moga aku selalu ikan sehat bahagia aamiinn,1
865,2023-01-02 16:53:09,b'PRODUCT / BISNIS nya cek langsung timeline  Line kami yuk : shj7781g Banyak info penting tentang KESEHATAN.. Jgn lupa follow ya kak..',product bisnis nya cek langsung timeline line yuk shj7781g banyak info penting sehat jgn lupa follow kak,2
866,2023-01-02 16:53:06,b'#Taurus Kesehatan : Baik Namun Harus Tetap Terjaga',sehat baik tetap jaga,2
867,2023-01-02 16:52:42,"b'Banyak sih, aku bersyukur masih diberi kesehatan, keluarga yang utuh, sepupu yang super baik, sama temen temen yang selalu ada disaat aku seneng maupun sedih. https://t.co/oOocM6fMvn'",banyak sih aku syukur beri sehat keluarga utuh sepupu super baik sama temen temen selalu saat aku neng maupun sedih,2
868,2023-01-02 16:52:32,b'Baca Secara Lengkap Artikel Tentang Kesehatan di =&gt; https://t.co/Xeod65KYfE Terima Kasih',baca lengkap artikel sehat terima kasih,2
869,2023-01-02 16:51:23,"b'tuhan ngasih kebahagiaan tapi malah masuk sekolah kesehatan,hmmm gabahagia cok'",tuhan ngasih bahagia malah masuk sekolah gabahagia cok,2
870,2023-01-02 16:51:11,"b'Aku sangat bosan, bunnies~\nApa yang kalian lakukan hari ini? Semoga kalian semua bahagia dan melakukan kegiatan yang menyenangkan ya. Jangan lupa minum air yang cukup dan jaga kesehatan!\xe2\x9d\xa4\xef\xb8\x8f https://t.co/0POs6m0v0Y'",aku sangat bosan kalian laku hari moga kalian semua bahagia laku giat senang jangan lupa minum air cukup jaga,2
871,2023-01-02 16:50:38,"b'RT @pinkkiegummies: \xf0\x9d\x91\xa8\xf0\x9d\x92\x8f\xf0\x9d\x92\x85\xf0\x9d\x92\x93\xf0\x9d\x92\x90\xf0\x9d\x92\x91\xf0\x9d\x92\x89\xf0\x9d\x92\x90\xf0\x9d\x92\x83\xf0\x9d\x92\x8a\xf0\x9d\x92\x82\n\n\xe2\x80\x94  \xf0\x9d\x90\x8bee jeno x OC lokal au\n \n\xc2\xa9 pinkkiegummies, 2021 \n\n""kesehatan lo utama sha, soal bales perasaan gue bela\xe2\x80\xa6'",jeno x oc lokal pinkkiegummies lo utama sha soal bales asa gue,1
872,2023-01-02 16:50:20,"b'@ShirayukiOjou Ojou sama ~\n\nThank you sudah menolong kucingnya, semoga apapun kegiatan ojou sama kedepannya dilancarkan dan diberikan kesehatan selalu serta di murah rezekinya juga..AMINN\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",ojou sama you tolong kucing moga apa giat ojou sama depan lancar beri sehat selalu murah rezeki,2
873,2023-01-02 16:50:02,"b'@CoinExIndonesia Harapan terbesar saya di tahun baru adalah kesehatan. Covid telah merenggut begitu banyak hal.\nSelamat Tahun Baru, tim CoinEx dan semuanya.\n#CoinExTreat\n#CoinExTurns5 \n\n@hnimna1115 @yugiam06 @QuyenHai3'",harap besar tahun baru sehat covid renggut banyak tahun baru tim coinex,1
874,2023-01-02 16:49:49,"b'Hari kedua di awal tahun, cuman pengen di beri kesehatan, di lancarkan segala usaha agar dapat membesarkan anak dengan lebih baik,,, dan slalu diberikan keikhlasan dengan kepergian nya \xf0\x9f\x98\x87'",hari dua awal tahun cuman ken beri sehat lancar segala usaha besar anak lebih baik slalu beri ikhlas pergi nya,2
875,2023-01-02 16:49:46,b'@07thaelvs smoga di tahun 2023 kita semua diberikan kesehatan dan umur yang panjang',smoga tahun semua beri sehat umur panjang,1
876,2023-01-02 16:49:11,"b'Menteri Sosial, Tri Rismaharini mengungkap jika para penyandang disabilitas khususnya Orang Dengan Gangguan Jiwa (ODGJ) akan masuk dalam daftar Penerima Bantuan Iuran BPJS Kesehatan tahun ini.\n\n#PDIPerjuangan\n#50tahunPDIP\n#bangunlahjiwadanbadannya\n#SolidBergerak https://t.co/dowUgPOUYN'",menteri sosial tri rismaharini ungkap sandang disabilitas khusus orang ganggu jiwa masuk daftar terima bantu iur bpjs sehat tahun,2
877,2023-01-02 16:49:10,"b'Kabel charger yang bisa bekerja dengan normal belum tentu baik buat kesehatan batre. Ya masa hp udah beli mahal - mahal, jual ginjal, nabung susah payah, rela hp nya cepet rusak?'",kabel charger kerja normal baik buat sehat batre masa hp udah beli mahal mahal jual ginjal nabung susah payah rela hp nya cepet rusak,2
878,2023-01-02 16:48:50,b'@CoinExIndonesia Saya berharap diri saya dan semua orang mendapatkan tahun baru yang menyenangkan dalam segala hal dan kesehatan yang baik untuk mengatasi semua kesulitan.\n\n#CoinExTreat #CoinExTurns5 \n\n@CtripleHuynh @q2_chi  @hnadd7749',harap diri semua orang dapat tahun baru senang segala sehat baik atas semua,2
879,2023-01-02 16:48:42,"b'Semangat ndel Hari Ini , Jaga Kesehatan Terus ya Y_andelaJKT48 :)'",semangat ndel hari jaga sehat terus,2
880,2023-01-02 16:48:37,b'Jual Alat Kesehatan  Cipasang #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cipasang,0
881,2023-01-02 16:48:14,"b""lebih aware sm kesehatan mental, selalu post banyak foto krn \xe2\x80\x98we only live once\xe2\x80\x99 jadi gapeduli org bilang apapun krn kenangan itu penting, trs juga punya banyak temen &amp; let them go if that's time, udah banyak dinotis di ig sama my fav-art, ngetik banyak kalimat2 yang ngeluapin\xe2\x80\x94""",aware sm sehat mental selalu post banyak foto only live jadi gapeduli org bilang apa kenang penting trs punya banyak temen let them go if time udah banyak not ig sama my ngetik banyak kalimat2,2
882,2023-01-02 16:47:56,b'@fegihrn_ @AREAJULID td kayanya yang mgurus bunga sekarang ini orangnya baik dan banyak keluarganya yng orang kesehatan\xf0\x9f\x98\xa2',td kaya mgurus bunga sekarang orang baik banyak keluarga yng orang,2
883,2023-01-02 16:47:55,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Cibogo#GrosirAlatKesehatanTerlengkapCibogo https://t.co/b27s6Ox0kZ'",grosir alat sehat lengkap,0
884,2023-01-02 16:47:22,b'@easter_eggg Kesehatan mu lohh',sehat mu lohh,1
885,2023-01-02 16:47:03,"b'Jenis makanan berprotein tinggi, Jenis makan diet, Jenis makanan yang baik untuk diet, Resep makanan sehat, Produk minuman kesehatan, Pengertian minuman sehat, Pemanfaatan bekatul, Minuman sehat untuk diet'",jenis makan protein tinggi jenis makan diet jenis makan baik diet resep makan sehat produk minum sehat erti minum sehat manfaat bekatul minum sehat diet,2
886,2023-01-02 16:46:14,"b'@tanyarlfes lah kok ga diizinin cuti? hamil tuh berat, apalagi umur hamilnya dah segitu. jelasin aja ke suami kamu sama keluarganya, kesehatan kamu sama dedenyaa paling penting!!'",lah kok ga diizinin cuti hamil tuh berat umur hamil dah segitu jelasin aja suami kamu sama keluarga sehat kamu sama dedenyaa paling,2
887,2023-01-02 16:45:29,b'C_MichelleJKT48 Hai Michelle Dapat Salam For FantasticOF48 Jaga Kesehatan ya :D ^^ Arigato #16',hai michelle salam for fantasticof48 jaga sehat arigato,2
888,2023-01-02 16:45:13,b'RT @Sur_Yosodipuro: Sukses Anies Jakarta untuk Indonesia 2024\nSelamat menjalankan tahun awal 2023\nSemoga kita diberikan kesehatan panjang u\xe2\x80\xa6',sukses anies jakarta indonesia jalan tahun awal beri sehat panjang,2
889,2023-01-02 16:44:36,b'@nnbiels @carisabcd smoga di tahun 2023 aku diberikan kesehatan dan rejeki yang lancar https://t.co/tIIrne8lM1',smoga tahun aku beri sehat rejeki lancar,1
890,2023-01-02 16:44:15,"b'RT @jeongihaniyoo_n: Its not too late, but lemme say\n\n""Happy New Year Everyone""\n\xec\x83\x88\xed\x95\xb4\xeb\xb3\xb5\xeb\xa7\x8e\xec\x9d\xb4\xeb\xb0\x94\xeb\x93\x9c\xec\x84\xb8\xec\x9a\x94\n\nSemoga semua yg belum tercapai di tahun lalu, bi\xe2\x80\xa6'",its not too late but lemme new year semua capai tahun lalu,1
891,2023-01-02 16:44:10,"b'@HeriAng5    Hi First People. Mohon ditunggu perbaikan dari tim kami ya. Terima kasih sudah berlangganan First Media, jaga kesehatan dan sehat selalu ya Bapak/Ibu. Tks ^AVI'",hi first people mohon tunggu baik tim terima kasih langgan first media jaga sehat sehat selalu tks,2
892,2023-01-02 16:44:03,b'RT @Valestf23: Happy birthday nauu.. semoga apa yg di semogakan semoga cepat terkabul kan dan juga lu selalu di beri kan kesehatan dan umur\xe2\x80\xa6',happy birthday nauu moga apa moga moga cepat kabul lu selalu beri sehat,2
893,2023-01-02 16:43:36,"b'Orang kayak gini yg bisa ngebuat BPJS Kesehatan itu bonyos. Ga bayar BPJS sejak awal, terus tiba\xc2\xb2 daftar pas lagi perawatan. Shame on u istri Indra Bekti, Dila.'",orang kayak gin ngebuat bpjs sehat bonyos ga bayar bpjs sejak awal terus daftar pas awat shame on u istri indra bekti dila,2
894,2023-01-02 16:43:35,"b'Diturunin gengsi nya. Suruh siapa ga punya jaring pengaman buat kesehatan. Udah tau ga semua artis punya keuangan baik, tapi tetep aja maksa gaya hidup sama rata, kayak VIP class padahal duit cuman sampe di bisnis-eksekutif. Hilih.'",diturunin gengsi nya suruh siapa ga punya jaring kam buat sehat udah tau ga semua artis punya uang baik tetep aja maksa gaya hidup sama rata kayak vip class padahal duit cuman sampe hilih,2
895,2023-01-02 16:43:04,"b'@200491attoilah @bjirsopi @urAelius @idoymaridoy @Askrlfess Kata jabangnya jg \xe2\x80\x9cmening gua ke surga drpd idup di dunia yg kaga mumpuni\xe2\x80\x9d kaga usah sok bijak udah, udah tau diatas ditulis utk kesehatan / kekerasan seksual'",kata jabang jg gua surga drpd idup dunia kaga kaga usah sok bijak udah udah tau atas tulis utk sehat keras seksual,2
896,2023-01-02 16:43:00,b'Jual Alat Kesehatan  Buana Mekar #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat buana mekar,2
897,2023-01-02 16:42:33,b'sekedar info yg namanya kevin ga baik buat kesehatan jantung ya \xf0\x9f\x99\x8f https://t.co/ajh5GmKLk1',dar info nama kevin ga baik buat sehat jantung,2
898,2023-01-02 16:42:25,"b'Demikian disampaikan Menteri Kesehatan (Menkes) Budi Gunadi Sadikin dalam keterangannya setelah rapat terbatas yang dipimpin oleh Presiden Joko Widodo di Istana Merdeka, Jakarta, pada Senin, 2 Januari 2023. https://t.co/6rSLg41hD0'",sampai menteri sehat budi gunadi sadikin terang rapat batas pimpin presiden joko widodo istana merdeka jakarta senin januari,2
899,2023-01-02 16:42:21,"b'Jika engkau berfokus untuk menjadi rahmat bagi sesamamu, Tuhan akan merahmatimu dengan kedamaian, kesehatan, dan kesejahteraan'",engkau fokus jadi rahmat sama tuhan rahmat damai sehat sejahtera,2
900,2023-01-02 16:42:11,b'Good morning my dear super friends! Semoga pagi ini menemui Anda dalam kedamaian dan kesehatan. Aamiin',good morning my dear super moga pagi temu damai sehat aamiin,2
901,2023-01-02 16:42:04,"b'Demikian disampaikan Menteri Kesehatan (Menkes) Budi Gunadi Sadikin dalam keterangannya setelah rapat terbatas yang dipimpin oleh Presiden Joko Widodo di Istana Merdeka, Jakarta, pada Senin, 2 Januari 2023. https://t.co/vc6aU4ccL5'",sampai menteri sehat budi gunadi sadikin terang rapat batas pimpin presiden joko widodo istana merdeka jakarta senin januari,2
902,2023-01-02 16:41:40,"b""Guys i wanna hiat for a long while, i'll be missing a lot mutual aku dan gimana hebohnya ngehype skz but sekarang emang harus ada yang di prioritaskan dulu, aku mau fokus buat ngejar cita-cita aku dulu, temen-temen minta doanya ya \xf0\x9f\xa4\x8d jaga kesehatan semua \xe2\x9d\xa4\xef\xb8\x8f""",i wanna hiat for a long while be missing a lot mutual aku gimana heboh ngehype skz but sekarang emang prioritas dulu aku mau fokus buat ngejar aku dulu minta doa jaga sehat semua,2
903,2023-01-02 16:41:24,"b'@Andre_Taulany_ Iya bang. Semoga Tuhan memberi kesejahteraan, kesehatan, kebahagian, dan kekayaan hati, jiwa dan raga untuk personil Opera Van Java beserta keluarganya.'",iya bang moga tuhan beri sejahtera sehat kebahagian kaya hati jiwa raga personil opera van java serta keluarga,2
904,2023-01-02 16:41:24,"b'RT @KokohBadakIjo: 8. Anjing\n\nKesehatan : awas kencing batu, jgn kebanyakan makan jeroan\nAsmara : bucin parah, sampe nikah\nKeuangan : badai\xe2\x80\xa6'",awas kencing batu jgn banyak makan bucin parah sampe,2
905,2023-01-02 16:41:23,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Ciater#GrosirAlatKesehatanTerlengkapCiater https://t.co/oBzmcgHkPn'",grosir alat sehat lengkap,0
906,2023-01-02 16:41:06,b'RT @KokohBadakIjo: Naga\n\nKesehatan : Hindari hal\xc2\xb2 yang merugikan. Contoh : ngobrol di tengah jalan tol\nKeuangan : kayanya taun ini menang b\xe2\x80\xa6',hindar rugi contoh ngobrol tengah jalan kaya taun menang,1
907,2023-01-02 16:41:05,"b'RT @KPU_ID: Oleh karena itu, Hasyim meminta seluruh jajaran KPU untuk meningkatkan konsentrasi, fokus, dan kesehatan dalam menghadapi berba\xe2\x80\xa6'",hasyim minta seluruh jajar kpu tingkat konsentrasi fokus sehat hadap,2
908,2023-01-02 16:40:28,b'Al Haris Ajak Masyarakat Berpartisipasi Aktif Jaga\xc2\xa0Kesehatan https://t.co/lM63IDMTPp',al haris ajak masyarakat partisipasi aktif,2
909,2023-01-02 16:40:26,b'Al Haris Ajak Masyarakat Berpartisipasi Aktif Jaga\xc2\xa0Kesehatan https://t.co/EIaYdlcWaW',al haris ajak masyarakat partisipasi aktif,2
910,2023-01-02 16:39:34,"b'Ga bisa bayangin anak sekecil itu dirusak dan menderita. Di Indonesia ilegal untuk aborsi, tapi untuk kasus pelecehan diperbolehkan Pasal 75 ayat (2) UU Kesehatan. \n\nUntuk aborsi dilakukan usia 12-20 minggu kehamilan. Untuk kasus ini sudah lewat (mungkin telat ketahuan) \xf0\x9f\x98\x94 https://t.co/4eNxZhsiqw'",ga bayangin anak kecil rusak derita indonesia ilegal aborsi kasus leceh boleh pasal ayat uu sehat aborsi laku usia minggu hamil kasus lewat telat,2
911,2023-01-02 16:39:27,"b'itu beneran yang dicover asuransi cuma 10% ??\napa polisnya kombinasi kesehatan sama investasi ya, yg digedein prosentase investasinya kah?\nmakanya yg dicover cuma 10%?'",beneran dicover asuransi cuma polis kombinasi sehat sama investasi digedein prosentase investasi dicover cuma,2
912,2023-01-02 16:39:23,"b'@yangtergemoy @sweenpi semoga kita semua dilancarkan rezekinya dan selalu diberi kesehatan, aamiin'",moga semua lancar rezeki selalu beri sehat aamiin,1
913,2023-01-02 16:39:10,b'Kesehatan gue bakal makin jelek keknya tahun ini',sehat gue bakal makin jelek kek tahun,1
914,2023-01-02 16:39:06,b'@drunkopi @txtdariperokok jaga kesehatan sel',jaga sehat sel,2
915,2023-01-02 16:38:45,b'Saat ini aku sedang ingin bersantai tanpa memikirkan ape pun. \n\nDemi kesehatan hati diri sendiri..',aku sedang santa pikir ape sehat hati diri sendiri,2
916,2023-01-02 16:38:34,"b'RT @carnipval: @Kanadipta ily too kana, jaga kesehatan terus ya!\xf0\x9f\xa4\x8d'",ily too kana jaga sehat terus,2
917,2023-01-02 16:38:09,"b'@discountfess Gilaaa nder kwkwk, coba cek kesehatan lu dah. Ngeri amat soal diskonan \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",gilaa nder kwkwk coba cek sehat lu dah ngeri soal diskon,2
918,2023-01-02 16:38:07,b'RT @wahananewsdotco: 3 Cara Pemulihan Cedera Kepala Saat Berolahraga https://t.co/sbX4q6HBPT #CederaKepala #PemulihanCederaKepala #Olahraga\xe2\x80\xa6',cara pulih cedera kepala olahraga,2
919,2023-01-02 16:37:52,b'@jeyunssi Kesehatan masyarakat nih',sehat masyarakat nih,2
920,2023-01-02 16:37:49,b'Happy birthday nauu.. semoga apa yg di semogakan semoga cepat terkabul kan dan juga lu selalu di beri kan kesehatan dan umur yg panjang yahh pokoknya doa terbaik dah buat lu sekali lagii happy birthday @nauzannim yeahh \xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89\xf0\x9f\xa5\xb3\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a https://t.co/Eb94hnZFgY',happy birthday nauu moga apa moga moga cepat kabul lu selalu beri sehat umur panjang yahh pokok doa baik dah buat lu sekali lagi happy birthday yeahh,2
